Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 15:43:03,2023-03-06 15:43:06,2.391s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 15:43:06,2023-03-06 15:43:06,0.336s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:43:06,2023-03-06 15:43:15,9.411s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 15:43:15,2023-03-06 15:43:15,0.002s,PASSED
,,,,,,,
Test Cases/Payments/TC 01 - Saved Bill Payment,,,,2023-03-06 15:43:15,2023-03-06 15:45:11,1m - 55.164s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-06 15:43:15,2023-03-06 15:43:15,0.001s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:43:15,2023-03-06 15:43:43,27.322s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-03-06 15:43:43,2023-03-06 15:43:45,1.707s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_Bills""), 0)",,,,2023-03-06 15:43:45,2023-03-06 15:43:45,0.852s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 15:43:45,2023-03-06 15:43:46,1.053s,PASSED
delay(2),,,,2023-03-06 15:43:46,2023-03-06 15:43:48,2.019s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Biller"", [""biller"":biller]), 0)",,,,2023-03-06 15:43:48,2023-03-06 15:43:49,0.995s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Sub Biller"", [""subBiller"":subBiller]), 0)",,,,2023-03-06 15:43:49,2023-03-06 15:43:51,1.763s,PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2023-03-06 15:43:51,2023-03-06 15:43:56,5.008s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:43:56,2023-03-06 15:44:00,4.219s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), 0)",,,,2023-03-06 15:44:00,2023-03-06 15:44:01,0.706s,PASSED
"setText(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), consumerNumber, 0)",,,,2023-03-06 15:44:01,2023-03-06 15:44:02,0.425s,PASSED
pressBack(),,,,2023-03-06 15:44:02,2023-03-06 15:44:02,0.752s,PASSED
"if (biller == ""Salik"")",,,,2023-03-06 15:44:02,2023-03-06 15:44:02,0.000s,PASSED
takeScreenshot(),,,,2023-03-06 15:44:02,2023-03-06 15:44:04,1.274s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Button_Next""), 0)",,,,2023-03-06 15:44:04,2023-03-06 15:44:04,0.906s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Amount/Text Box_Amount Entry""), 0)",,,,2023-03-06 15:44:04,2023-03-06 15:44:09,4.684s,PASSED
due = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2023-03-06 15:44:09,2023-03-06 15:44:09,0.001s,PASSED
"if (paymentType.equals(""partial""))",,,,2023-03-06 15:44:09,2023-03-06 15:44:11,1.942s,PASSED
takeScreenshot(),,,,2023-03-06 15:44:11,2023-03-06 15:44:12,0.744s,PASSED
"tap(findTestObject(""3.Payments/Amount/Button_Next""), 0)",,,,2023-03-06 15:44:12,2023-03-06 15:44:12,0.408s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 15:44:12,2023-03-06 15:44:13,1.023s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 15:44:13,2023-03-06 15:44:15,1.292s,PASSED
delay(5),,,,2023-03-06 15:44:15,2023-03-06 15:44:20,5.021s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-06 15:44:20,2023-03-06 15:44:25,5.454s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Verify""), 0)",,,,2023-03-06 15:44:25,2023-03-06 15:44:25,0.407s,PASSED
delay(5),,,,2023-03-06 15:44:25,2023-03-06 15:44:30,5.016s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 15:44:30,2023-03-06 15:44:37,6.152s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 15:44:37,2023-03-06 15:44:38,1.423s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 15:44:38,2023-03-06 15:44:52,13.558s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 15:44:52,2023-03-06 15:44:53,1.289s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 15:44:53,2023-03-06 15:44:53,0.426s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 15:44:53,2023-03-06 15:44:54,0.356s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 15:44:54,2023-03-06 15:44:55,1.267s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 15:44:55,2023-03-06 15:44:56,0.929s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 15:44:56,2023-03-06 15:44:58,1.730s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 15:44:58,2023-03-06 15:44:59,1.016s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 15:44:59,2023-03-06 15:45:01,2.308s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 15:45:01,2023-03-06 15:45:01,0.351s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:45:01,2023-03-06 15:45:11,9.294s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 15:45:11,2023-03-06 15:45:11,0.001s,PASSED
,,,,,,,
Test Cases/Payments/TC 01 - Saved Bill Payment,,,,2023-03-06 15:45:11,2023-03-06 15:47:06,1m - 54.869s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-06 15:45:11,2023-03-06 15:45:11,0.000s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:45:11,2023-03-06 15:45:40,29.499s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-03-06 15:45:40,2023-03-06 15:45:41,0.306s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_Bills""), 0)",,,,2023-03-06 15:45:41,2023-03-06 15:45:43,2.063s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 15:45:43,2023-03-06 15:45:44,0.900s,PASSED
delay(2),,,,2023-03-06 15:45:44,2023-03-06 15:45:46,2.009s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Biller"", [""biller"":biller]), 0)",,,,2023-03-06 15:45:46,2023-03-06 15:45:47,1.119s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Label_Select Sub Biller"", [""subBiller"":subBiller]), 0)",,,,2023-03-06 15:45:47,2023-03-06 15:45:53,6.461s,PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2023-03-06 15:45:53,2023-03-06 15:45:58,5.008s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:45:58,2023-03-06 15:45:59,0.524s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), 0)",,,,2023-03-06 15:45:59,2023-03-06 15:45:59,0.421s,PASSED
"setText(findTestObject(""3.Payments/Pay To New Biller/Text Box_Account Number Entry""), consumerNumber, 0)",,,,2023-03-06 15:45:59,2023-03-06 15:46:00,1.222s,PASSED
pressBack(),,,,2023-03-06 15:46:00,2023-03-06 15:46:01,0.715s,PASSED
"if (biller == ""Salik"")",,,,2023-03-06 15:46:01,2023-03-06 15:46:01,0.001s,PASSED
takeScreenshot(),,,,2023-03-06 15:46:01,2023-03-06 15:46:02,1.236s,PASSED
"tap(findTestObject(""3.Payments/Pay To New Biller/Button_Next""), 0)",,,,2023-03-06 15:46:02,2023-03-06 15:46:03,0.359s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Amount/Text Box_Amount Entry""), 0)",,,,2023-03-06 15:46:03,2023-03-06 15:46:07,4.757s,PASSED
due = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2023-03-06 15:46:07,2023-03-06 15:46:07,0.000s,PASSED
"if (paymentType.equals(""partial""))",,,,2023-03-06 15:46:07,2023-03-06 15:46:09,1.620s,PASSED
takeScreenshot(),,,,2023-03-06 15:46:09,2023-03-06 15:46:10,0.653s,PASSED
"tap(findTestObject(""3.Payments/Amount/Button_Next""), 0)",,,,2023-03-06 15:46:10,2023-03-06 15:46:10,0.351s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 15:46:10,2023-03-06 15:46:11,1.015s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Confirm""), 0)",,,,2023-03-06 15:46:11,2023-03-06 15:46:12,1.251s,PASSED
delay(5),,,,2023-03-06 15:46:12,2023-03-06 15:46:17,5.019s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-06 15:46:17,2023-03-06 15:46:22,4.665s,PASSED
"tap(findTestObject(""3.Payments/Payment Confirmation Page/Button_Verify""), 0)",,,,2023-03-06 15:46:22,2023-03-06 15:46:23,0.922s,PASSED
delay(5),,,,2023-03-06 15:46:23,2023-03-06 15:46:28,5.025s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], STOP_ON_FAILURE)",,,,2023-03-06 15:46:28,2023-03-06 15:46:34,6.126s,PASSED
"tap(findTestObject(""4.Transfers/Button_VerifyOTP""), 0)",,,,2023-03-06 15:46:34,2023-03-06 15:46:36,1.408s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 15:46:36,2023-03-06 15:46:48,12.667s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Add ToMy Bills""), 0)",,,,2023-03-06 15:46:48,2023-03-06 15:46:50,1.422s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 30)",,,,2023-03-06 15:46:50,2023-03-06 15:46:50,0.271s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), 0)",,,,2023-03-06 15:46:50,2023-03-06 15:46:50,0.358s,PASSED
"setText(findTestObject(""3.Payments/Save Bill/textBox_Nickname""), biller, 0)",,,,2023-03-06 15:46:50,2023-03-06 15:46:51,1.156s,PASSED
"tap(findTestObject(""3.Payments/Save Bill/button_Verify""), 0)",,,,2023-03-06 15:46:51,2023-03-06 15:46:52,0.947s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 30)",,,,2023-03-06 15:46:52,2023-03-06 15:46:54,1.718s,PASSED
"tap(findTestObject(""3.Payments/Payment Success page/Button_Back To Payment""), 0)",,,,2023-03-06 15:46:54,2023-03-06 15:46:55,0.987s,PASSED
"waitForElementPresent(findTestObject(""3.Payments/Payments_page/button_NewBill""), 0)",,,,2023-03-06 15:46:55,2023-03-06 15:46:57,2.429s,PASSED
"if (waitForElementPresent(findTestObject(""3.Payments/Save Bill/vrify_Saved Biller"", [""biller"":biller, ""consumerNumber"":consumerNumber]), 0))",,,,2023-03-06 15:46:57,2023-03-06 15:46:58,0.263s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-06 15:46:58,2023-03-06 15:47:06,7.886s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-06 15:47:06,2023-03-06 15:47:06,0.002s,PASSED
